temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
80.92,clear-day,0.76,10.0,Clear,85.58,1017.26,8.77,0.17,1471384800,181,0.0021,72.76,0.05
79.94,clear-day,0.78,9.89,Clear,79.94,1016.5,9.59,0.23,1471388400,187,0.0032,72.33,0.11
78.88,partly-cloudy-night,0.81,10.0,Partly Cloudy,78.88,1016.02,8.31,0.32,1471392000,181,0.0,72.66,0.0
78.54,clear-night,0.82,10.0,Clear,78.54,1015.06,10.04,0.08,1471395600,184,0.0,72.43,0.0
78.28,clear-night,0.84,9.86,Clear,78.28,1014.88,10.99,0.18,1471399200,190,0.0,73.06,0.0
78.15,partly-cloudy-night,0.86,10.0,Partly Cloudy,78.15,1014.41,11.81,0.25,1471402800,194,0.001,73.5,0.01
78.15,partly-cloudy-night,0.85,10.0,Partly Cloudy,78.15,1013.7,10.79,0.25,1471406400,199,0.0,73.23,0.0
78.16,clear-night,0.85,10.0,Clear,78.16,1012.69,11.5,0.12,1471410000,196,0.0,73.29,0.0
78.27,partly-cloudy-night,0.85,10.0,Partly Cloudy,78.27,1011.57,12.09,0.31,1471413600,204,0.0019,73.52,0.04
78.53,clear-night,0.82,10.0,Clear,78.53,1011.25,11.35,0.23,1471417200,216,0.0009,72.65,0.01
78.18,clear-night,0.78,10.0,Clear,78.18,1010.98,11.95,0.12,1471420800,225,0.0,70.72,0.0
77.45,clear-night,0.76,10.0,Clear,77.45,1011.03,10.78,0.11,1471424400,231,0.0,69.15,0.0
76.31,clear-night,0.74,10.0,Clear,76.31,1011.7,10.4,0.16,1471428000,251,0.0,67.3,0.0
75.57,clear-day,0.7,10.0,Clear,75.57,1012.41,11.2,0.15,1471431600,286,0.0,64.97,0.0
74.39,partly-cloudy-day,0.67,10.0,Partly Cloudy,74.39,1013.21,11.17,0.28,1471435200,280,0.0,62.85,0.0
74.48,clear-day,0.64,10.0,Clear,74.48,1013.71,13.26,0.23,1471438800,282,0.0,61.62,0.0
75.42,clear-day,0.62,10.0,Clear,75.42,1014.14,14.45,0.08,1471442400,293,0.0,61.31,0.0
75.68,partly-cloudy-day,0.61,10.0,Partly Cloudy,75.68,1014.92,13.35,0.31,1471446000,311,0.0,61.07,0.0
76.85,partly-cloudy-day,0.57,10.0,Partly Cloudy,76.85,1015.14,14.61,0.31,1471449600,311,0.0,60.58,0.0
77.71,partly-cloudy-day,0.55,10.0,Partly Cloudy,77.71,1015.22,16.21,0.27,1471453200,312,0.0,60.24,0.0
79.0,partly-cloudy-day,0.53,10.0,Partly Cloudy,79.0,1015.34,13.49,0.31,1471456800,313,0.0,60.15,0.0
79.1,partly-cloudy-day,0.52,9.9,Partly Cloudy,79.1,1015.34,13.08,0.25,1471460400,319,0.0,59.7,0.0
79.44,partly-cloudy-day,0.51,10.0,Partly Cloudy,79.44,1015.2,12.01,0.29,1471464000,320,0.0,59.62,0.0
79.21,partly-cloudy-day,0.51,10.0,Partly Cloudy,79.21,1015.35,10.07,0.29,1471467600,317,0.0,59.26,0.0
78.14,clear-day,0.53,10.0,Clear,78.14,1015.4,8.18,0.1,1471471200,334,0.0,59.61,0.0
76.02,clear-day,0.58,10.0,Clear,76.02,1015.62,6.54,0.07,1471474800,329,0.0,60.17,0.0
72.62,clear-night,0.68,9.67,Clear,72.62,1016.14,3.43,0.1,1471478400,316,0.0,61.45,0.0
69.73,clear-night,0.77,10.0,Clear,69.73,1016.83,2.4,0.0,1471482000,329,0.0,62.22,0.0
68.07,clear-night,0.8,10.0,Clear,68.07,1017.23,5.42,0.05,1471485600,299,0.0,61.6,0.0
65.86,clear-night,0.85,10.0,Clear,65.86,1017.35,1.79,0.05,1471489200,286,0.0,61.31,0.0
64.45,clear-night,0.88,9.96,Clear,64.45,1017.22,1.53,0.0,1471492800,290,0.0,60.97,0.0
63.38,clear-night,0.91,9.62,Clear,63.38,1017.2,4.26,0.01,1471496400,284,0.0,60.6,0.0
62.51,clear-night,0.91,9.41,Clear,62.51,1017.11,1.3,0.12,1471500000,305,0.0,59.9,0.0
62.14,clear-night,0.92,9.13,Clear,62.14,1016.96,0.76,0.03,1471503600,338,0.0,59.72,0.0
61.62,clear-night,0.92,9.73,Clear,61.62,1016.99,1.69,0.15,1471507200,250,0.0,59.2,0.0
61.76,clear-night,0.92,9.89,Clear,61.76,1016.68,1.44,0.12,1471510800,293,0.0,59.54,0.0
62.43,clear-night,0.91,9.24,Clear,62.43,1016.69,1.64,0.15,1471514400,234,0.0015,59.92,0.03
62.82,clear-day,0.92,9.48,Clear,62.82,1016.44,2.38,0.16,1471518000,267,0.0011,60.39,0.01
65.13,clear-day,0.9,10.0,Clear,65.13,1016.7,1.36,0.13,1471521600,247,0.0,62.12,0.0
70.03,clear-day,0.8,10.0,Clear,70.03,1016.38,2.87,0.07,1471525200,229,0.0,63.45,0.0
75.34,clear-day,0.67,10.0,Clear,75.34,1016.19,4.92,0.1,1471528800,230,0.0,63.61,0.0
79.63,clear-day,0.56,10.0,Clear,79.63,1015.8,5.97,0.1,1471532400,258,0.0,62.71,0.0
82.18,clear-day,0.52,10.0,Clear,83.21,1015.25,7.09,0.13,1471536000,269,0.0,62.54,0.0
83.75,clear-day,0.48,10.0,Clear,84.45,1014.68,6.56,0.13,1471539600,272,0.0,62.02,0.0
84.67,clear-day,0.47,10.0,Clear,85.25,1014.17,5.16,0.22,1471543200,258,0.0,61.96,0.0
85.68,partly-cloudy-day,0.44,10.0,Partly Cloudy,86.0,1013.53,4.9,0.25,1471546800,242,0.0,61.44,0.0
85.39,clear-day,0.45,9.95,Clear,85.87,1013.15,6.66,0.22,1471550400,258,0.0,61.82,0.0
84.86,partly-cloudy-day,0.47,10.0,Partly Cloudy,85.61,1012.84,5.17,0.27,1471554000,243,0.0,62.46,0.0
84.23,partly-cloudy-day,0.48,10.0,Partly Cloudy,85.01,1012.81,6.87,0.27,1471557600,253,0.0,62.41,0.0
82.36,clear-day,0.53,10.0,Clear,83.72,1012.98,5.99,0.24,1471561200,280,0.0,63.69,0.0
78.01,clear-night,0.63,10.0,Clear,78.01,1013.2,4.38,0.22,1471564800,294,0.0,64.55,0.0
75.09,clear-night,0.72,9.73,Clear,75.09,1013.69,3.06,0.12,1471568400,275,0.002,65.41,0.05
71.57,clear-night,0.8,9.87,Clear,71.57,1013.99,2.33,0.13,1471572000,325,0.0,65.05,0.0
70.14,clear-night,0.84,9.22,Clear,70.14,1014.03,2.93,0.1,1471575600,279,0.0,65.14,0.0
69.61,clear-night,0.85,9.52,Clear,69.61,1014.12,0.51,0.08,1471579200,222,0.0,64.95,0.0
68.73,clear-night,0.87,7.85,Clear,68.73,1013.89,2.88,0.08,1471582800,302,0.0,64.85,0.0
67.28,clear-night,0.91,9.41,Clear,67.28,1013.77,3.61,0.09,1471586400,289,0.0,64.48,0.0
66.37,clear-night,0.92,9.12,Clear,66.37,1013.79,2.14,0.02,1471590000,9,0.0,64.08,0.0
65.85,clear-night,0.93,8.93,Clear,65.85,1013.94,1.7,0.11,1471593600,357,0.0,63.69,0.0
65.48,clear-night,0.93,8.12,Clear,65.48,1014.15,2.45,0.1,1471597200,354,0.0,63.37,0.0
65.64,clear-night,0.91,7.01,Clear,65.64,1014.42,3.06,0.05,1471600800,328,0.0,63.05,0.0
66.67,clear-day,0.9,8.99,Clear,66.67,1015.03,3.79,0.13,1471604400,1,0.0,63.74,0.0
70.02,partly-cloudy-day,0.84,9.58,Partly Cloudy,70.02,1015.24,4.57,0.31,1471608000,6,0.0,64.88,0.0
73.59,clear-day,0.73,10.0,Clear,73.59,1015.15,4.08,0.12,1471611600,7,0.0,64.58,0.0
76.85,clear-day,0.64,10.0,Clear,76.85,1015.07,4.02,0.21,1471615200,23,0.0,63.57,0.0
79.63,clear-day,0.54,9.66,Clear,79.63,1014.8,6.01,0.21,1471618800,346,0.0,61.6,0.0
81.15,clear-day,0.5,10.0,Clear,81.94,1014.41,4.81,0.19,1471622400,3,0.0,60.96,0.0
82.54,clear-day,0.46,9.9,Clear,82.68,1014.1,5.63,0.23,1471626000,347,0.0,59.41,0.0
83.68,clear-day,0.45,10.0,Clear,83.7,1013.93,4.2,0.23,1471629600,314,0.0,59.75,0.0
84.51,clear-day,0.42,10.0,Clear,84.13,1013.56,5.86,0.17,1471633200,287,0.0,58.77,0.0
84.84,clear-day,0.41,10.0,Clear,84.4,1013.07,4.66,0.12,1471636800,304,0.0,58.72,0.0
84.53,clear-day,0.42,10.0,Clear,84.24,1013.03,3.06,0.12,1471640400,327,0.0,59.09,0.0
83.48,clear-day,0.43,10.0,Clear,83.27,1012.97,5.84,0.15,1471644000,357,0.0,58.76,0.0
81.09,clear-day,0.49,10.0,Clear,81.73,1013.11,3.99,0.03,1471647600,348,0.0,60.2,0.0
75.21,clear-night,0.62,9.95,Clear,75.21,1013.54,2.73,0.06,1471651200,346,0.0,61.22,0.0
72.49,clear-night,0.66,10.0,Clear,72.49,1014.0,2.95,0.14,1471654800,5,0.0,60.47,0.0
68.79,clear-night,0.76,9.95,Clear,68.79,1014.26,1.76,0.08,1471658400,48,0.0,60.92,0.0
67.09,clear-night,0.8,10.0,Clear,67.09,1014.67,0.45,0.08,1471662000,280,0.0,60.7,0.0
65.23,clear-night,0.84,10.0,Clear,65.23,1014.58,0.26,0.14,1471665600,61,0.0,60.34,0.0
63.9,clear-night,0.87,9.61,Clear,63.9,1014.66,0.86,0.1,1471669200,283,0.0,59.9,0.0
62.78,clear-night,0.89,9.95,Clear,62.78,1014.82,1.02,0.1,1471672800,287,0.0,59.56,0.0
61.61,clear-night,0.9,9.52,Clear,61.61,1014.88,1.09,0.1,1471676400,163,0.0,58.73,0.0
61.2,clear-night,0.9,8.84,Clear,61.2,1015.01,1.91,0.06,1471680000,345,0.0,58.33,0.0
59.93,clear-night,0.92,7.85,Clear,59.93,1014.99,2.32,0.05,1471683600,32,0.0,57.6,0.0
59.52,clear-night,0.93,8.13,Clear,59.52,1014.95,2.89,0.08,1471687200,358,0.0,57.47,0.0
61.11,clear-day,0.91,9.09,Clear,61.11,1015.29,1.19,0.15,1471690800,339,0.0,58.55,0.0
64.84,clear-day,0.86,8.34,Clear,64.84,1015.49,3.74,0.09,1471694400,27,0.0,60.58,0.0
68.54,clear-day,0.8,9.26,Clear,68.54,1015.5,1.6,0.05,1471698000,264,0.0,62.26,0.0
72.87,clear-day,0.73,9.58,Clear,72.87,1015.51,1.48,0.16,1471701600,138,0.0,63.67,0.0
76.87,clear-day,0.66,10.0,Clear,76.87,1015.48,1.7,0.2,1471705200,122,0.0,64.48,0.0
80.72,clear-day,0.57,10.0,Clear,82.26,1015.06,0.69,0.13,1471708800,192,0.0,63.88,0.0
82.77,clear-day,0.49,9.83,Clear,83.49,1014.45,5.58,0.12,1471712400,164,0.0,61.76,0.0
84.41,clear-day,0.46,10.0,Clear,84.88,1014.01,7.14,0.24,1471716000,170,0.0,61.56,0.0
82.8,clear-day,0.51,10.0,Clear,83.85,1013.7,8.1,0.22,1471719600,147,0.0,62.83,0.0
81.78,clear-day,0.56,10.0,Clear,83.48,1013.35,10.21,0.22,1471723200,161,0.0,64.65,0.0
82.29,clear-day,0.55,9.95,Clear,83.99,1013.27,12.82,0.18,1471726800,178,0.0,64.67,0.0
80.59,clear-day,0.59,10.0,Clear,82.35,1013.36,10.73,0.16,1471730400,175,0.0,64.69,0.0
78.8,clear-day,0.63,9.89,Clear,78.8,1013.58,9.02,0.11,1471734000,174,0.0,65.19,0.0
76.09,clear-night,0.68,10.0,Clear,76.09,1013.9,7.39,0.18,1471737600,159,0.0,64.77,0.0
73.98,clear-night,0.73,9.49,Clear,73.98,1014.61,7.34,0.22,1471741200,159,0.0,64.89,0.0
72.59,clear-night,0.76,9.72,Clear,72.59,1014.76,6.17,0.16,1471744800,152,0.0,64.69,0.0
71.19,clear-night,0.8,10.0,Clear,71.19,1014.77,5.48,0.13,1471748400,147,0.0,64.79,0.0
70.03,clear-night,0.82,10.0,Clear,70.03,1014.73,6.08,0.11,1471752000,146,0.0,64.4,0.0
68.88,clear-night,0.85,9.51,Clear,68.88,1014.68,5.11,0.22,1471755600,150,0.0,64.11,0.0
68.81,partly-cloudy-night,0.85,10.0,Partly Cloudy,68.81,1014.59,4.5,0.31,1471759200,166,0.0,64.18,0.0
68.92,clear-night,0.87,10.0,Clear,68.92,1014.25,4.56,0.23,1471762800,147,0.0,64.79,0.0
69.06,clear-night,0.86,10.0,Clear,69.06,1013.75,5.59,0.23,1471766400,147,0.0,64.85,0.0
69.05,clear-night,0.87,10.0,Clear,69.05,1013.63,4.36,,1471770000,149,0.0,64.86,0.0
68.92,clear-night,0.87,10.0,Clear,68.92,1013.67,3.89,0.21,1471773600,140,0.0,64.85,0.0
69.66,partly-cloudy-day,0.85,10.0,Partly Cloudy,69.66,1013.82,5.37,0.26,1471777200,149,0.0,65.02,0.0
71.84,partly-cloudy-day,0.79,10.0,Partly Cloudy,71.84,1014.08,8.1,0.35,1471780800,146,0.0,65.12,0.0
74.06,clear-day,0.73,10.0,Clear,74.06,1013.97,9.75,0.16,1471784400,157,0.0,64.88,0.0
76.36,clear-day,0.66,10.0,Clear,76.36,1013.74,10.72,0.18,1471788000,154,0.0,64.34,0.0
78.67,clear-day,0.61,10.0,Clear,78.67,1013.24,10.74,0.1,1471791600,159,0.0,64.06,0.0
80.67,clear-day,0.57,9.38,Clear,82.2,1012.64,10.26,0.13,1471795200,161,0.0,63.8,0.0
81.8,clear-day,0.53,10.0,Clear,83.07,1011.85,11.94,0.17,1471798800,155,0.0,63.23,0.0
82.69,clear-day,0.52,10.0,Clear,83.96,1011.15,13.31,0.23,1471802400,157,0.0,63.47,0.0
82.88,clear-day,0.53,10.0,Clear,84.32,1010.38,12.93,0.13,1471806000,160,0.0,64.02,0.0
82.41,partly-cloudy-day,0.55,10.0,Partly Cloudy,84.01,1009.88,12.48,0.26,1471809600,163,0.0,64.41,0.0
81.33,clear-day,0.59,10.0,Clear,83.38,1009.75,12.76,0.24,1471813200,161,0.0,65.72,0.0
79.35,partly-cloudy-day,0.66,9.96,Partly Cloudy,79.35,1009.94,8.55,0.25,1471816800,159,0.0016,66.91,0.03
77.26,rain,0.73,9.65,Drizzle,77.26,1009.84,8.8,0.09,1471820400,155,0.006,68.07,0.27
75.71,partly-cloudy-night,0.8,9.84,Partly Cloudy,75.71,1009.82,7.34,0.35,1471824000,156,0.0029,68.94,0.09
73.92,rain,0.86,8.86,Light Rain,73.92,1009.89,6.7,0.18,1471827600,157,0.0152,69.3,0.57
72.54,rain,0.91,7.13,Light Rain,72.54,1009.41,4.69,0.31,1471831200,158,0.0451,69.61,0.71
71.37,rain,0.93,7.16,Rain,71.37,1009.18,5.3,,1471834800,179,0.0597,69.14,0.74
70.74,rain,0.93,7.48,Rain,70.74,1008.91,4.93,,1471838400,187,0.1054,68.57,0.8
68.9,rain,0.91,6.19,Rain,68.9,1008.71,4.84,,1471842000,300,0.1455,66.12,0.83
67.26,rain,0.9,7.53,Rain,67.26,1008.69,5.89,0.72,1471845600,342,0.055,64.3,0.74
66.6,rain,0.9,8.95,Rain,66.6,1008.94,6.27,0.31,1471849200,330,0.0562,63.65,0.74
65.66,rain,0.9,9.82,Light Rain,65.66,1009.17,4.99,0.31,1471852800,307,0.024,62.74,0.63
63.91,clear-night,0.93,7.76,Clear,63.91,1009.53,4.14,0.22,1471856400,286,0.0014,61.92,0.02
63.03,clear-night,0.93,9.49,Clear,63.03,1010.01,5.13,0.2,1471860000,292,0.0,61.01,0.0
63.75,clear-day,0.91,9.84,Clear,63.75,1010.73,6.16,0.21,1471863600,290,0.0,61.07,0.0
66.51,clear-day,0.83,10.0,Clear,66.51,1011.48,8.61,0.09,1471867200,297,0.0,61.09,0.0
68.41,clear-day,0.71,10.0,Clear,68.41,1012.11,11.42,0.08,1471870800,307,0.0,58.45,0.0
69.92,clear-day,0.61,10.0,Clear,69.92,1013.03,14.25,0.06,1471874400,310,0.0,55.81,0.0
71.05,clear-day,0.57,10.0,Clear,71.05,1013.67,14.03,0.17,1471878000,303,0.0015,54.85,0.03
72.21,clear-day,0.51,10.0,Clear,72.21,1014.29,15.84,0.19,1471881600,316,0.0,53.25,0.0
73.44,clear-day,0.47,10.0,Clear,73.44,1014.38,15.71,0.17,1471885200,316,0.0,52.18,0.0
73.75,clear-day,0.46,10.0,Clear,73.75,1014.82,17.14,0.15,1471888800,312,0.0,51.45,0.0
73.82,clear-day,0.44,10.0,Clear,73.82,1015.04,14.44,0.07,1471892400,321,0.0,50.64,0.0
73.15,clear-day,0.44,10.0,Clear,73.15,1015.56,15.56,0.04,1471896000,320,0.0,49.64,0.0
72.82,clear-day,0.43,10.0,Clear,72.82,1016.37,15.24,0.1,1471899600,324,0.0,48.92,0.0
71.51,clear-day,0.44,10.0,Clear,71.51,1017.29,13.49,0.17,1471903200,310,0.0,48.55,0.0
69.14,clear-day,0.48,10.0,Clear,69.14,1018.22,10.07,0.17,1471906800,319,0.0,48.41,0.0
65.1,clear-night,0.55,10.0,Clear,65.1,1019.3,6.7,0.16,1471910400,318,0.0,48.42,0.0
61.75,clear-night,0.63,10.0,Clear,61.75,1020.43,4.6,0.1,1471914000,307,0.0,49.17,0.0
58.88,clear-night,0.72,10.0,Clear,58.88,1021.27,4.13,0.0,1471917600,305,0.0,49.99,0.0
55.34,clear-night,0.82,10.0,Clear,55.34,1022.05,4.9,0.0,1471921200,286,0.0,50.02,0.0
54.44,clear-night,0.84,10.0,Clear,54.44,1022.63,3.55,0.0,1471924800,298,0.0,49.76,0.0
53.55,clear-night,0.85,10.0,Clear,53.55,1023.12,2.1,0.0,1471928400,280,0.0,49.22,0.0
52.25,clear-night,0.87,9.95,Clear,52.25,1023.59,2.97,0.0,1471932000,323,0.0,48.64,0.0
51.68,clear-night,0.88,9.89,Clear,51.68,1023.83,1.65,0.02,1471935600,303,0.0,48.11,0.0
50.76,clear-night,0.89,9.71,Clear,50.76,1024.0,2.95,0.03,1471939200,293,0.0,47.65,0.0
49.89,clear-night,0.9,7.71,Clear,49.89,1024.51,2.52,0.06,1471942800,320,0.0,46.98,0.0
49.36,clear-night,0.91,8.94,Clear,49.36,1025.19,2.19,0.01,1471946400,249,0.0,46.89,0.0
50.96,clear-day,0.91,8.87,Clear,50.96,1025.78,1.37,0.05,1471950000,275,0.0,48.34,0.0
56.07,clear-day,0.83,10.0,Clear,56.07,1026.37,2.41,0.05,1471953600,251,0.0,50.94,0.0
61.44,clear-day,0.71,10.0,Clear,61.44,1026.54,3.61,0.0,1471957200,290,0.0,52.03,0.0
67.03,clear-day,0.59,9.89,Clear,67.03,1026.5,3.02,0.0,1471960800,289,0.0,52.29,0.0
70.57,clear-day,0.5,10.0,Clear,70.57,1026.35,3.68,0.09,1471964400,297,0.0,51.26,0.0
73.5,clear-day,0.42,10.0,Clear,73.5,1025.81,4.16,0.08,1471968000,282,0.0,49.14,0.0
74.64,clear-day,0.41,10.0,Clear,74.64,1025.33,7.65,0.17,1471971600,247,0.0,49.23,0.0
76.37,clear-day,0.39,10.0,Clear,76.37,1025.01,7.71,0.1,1471975200,236,0.0,49.58,0.0
77.51,clear-day,0.38,10.0,Clear,77.51,1024.68,6.84,0.12,1471978800,264,0.0,50.08,0.0
78.07,clear-day,0.38,10.0,Clear,78.07,1024.2,6.65,0.07,1471982400,263,0.0,50.29,0.0
78.42,clear-day,0.38,10.0,Clear,78.42,1023.97,8.08,0.02,1471986000,272,0.0,50.98,0.0
77.65,clear-day,0.4,10.0,Clear,77.65,1023.75,7.94,0.0,1471989600,276,0.0,51.55,0.0
75.36,clear-day,0.48,9.95,Clear,75.36,1023.66,4.46,0.0,1471993200,255,0.0,54.06,0.0
68.97,clear-night,0.63,10.0,Clear,68.97,1023.74,3.99,0.0,1471996800,219,0.0,55.98,0.0
65.49,clear-night,0.72,10.0,Clear,65.49,1024.24,1.87,0.02,1472000400,227,0.0,56.26,0.0
62.49,clear-night,0.81,10.0,Clear,62.49,1024.43,2.82,0.0,1472004000,212,0.0,56.5,0.0
60.71,clear-night,0.85,10.0,Clear,60.71,1024.63,1.74,0.0,1472007600,226,0.0,56.02,0.0
59.82,clear-night,0.87,10.0,Clear,59.82,1025.05,3.04,0.0,1472011200,245,0.0,55.85,0.0
58.53,clear-night,0.89,9.68,Clear,58.53,1025.27,2.34,0.0,1472014800,225,0.0,55.19,0.0
57.52,clear-night,0.91,9.53,Clear,57.52,1025.06,0.44,0.02,1472018400,217,0.0,54.87,0.0
56.7,clear-night,0.92,8.6,Clear,56.7,1024.82,2.4,0.05,1472022000,225,0.0,54.44,0.0
56.39,clear-night,0.92,8.99,Clear,56.39,1024.59,1.59,0.03,1472025600,238,0.0,54.1,0.0
55.36,clear-night,0.93,9.44,Clear,55.36,1024.56,1.9,0.03,1472029200,244,0.0,53.49,0.0
55.21,clear-night,0.92,7.75,Clear,55.21,1024.79,1.62,0.07,1472032800,274,0.0,52.82,0.0
56.29,clear-day,0.92,9.25,Clear,56.29,1025.47,1.64,0.1,1472036400,300,0.0,54.0,0.0
61.28,clear-day,0.86,10.0,Clear,61.28,1025.8,2.29,0.06,1472040000,235,0.0,57.09,0.0
66.55,clear-day,0.76,9.95,Clear,66.55,1025.71,7.0,0.03,1472043600,260,0.0,58.57,0.0
71.94,clear-day,0.66,9.88,Clear,71.94,1025.34,3.18,0.03,1472047200,254,0.0,59.78,0.0
77.03,clear-day,0.55,10.0,Clear,77.03,1024.67,3.95,0.02,1472050800,228,0.0,59.53,0.0
80.09,clear-day,0.49,9.95,Clear,80.83,1024.01,4.65,0.02,1472054400,248,0.0,59.42,0.0
82.11,clear-day,0.45,9.95,Clear,82.16,1023.55,6.12,0.02,1472058000,208,0.0,58.57,0.0
83.51,clear-day,0.42,9.75,Clear,83.1,1023.1,7.39,0.02,1472061600,216,0.0,57.91,0.0
84.24,clear-day,0.41,10.0,Clear,83.67,1022.33,6.94,0.02,1472065200,206,0.0,57.84,0.0
84.67,clear-day,0.41,10.0,Clear,84.14,1021.74,7.99,0.02,1472068800,209,0.0,58.29,0.0
84.04,clear-day,0.42,10.0,Clear,83.72,1021.41,9.08,0.03,1472072400,203,0.0,58.69,0.0
82.66,clear-day,0.45,10.0,Clear,82.67,1021.28,7.06,0.01,1472076000,200,0.0,58.96,0.0
79.79,clear-day,0.53,10.0,Clear,79.79,1021.4,6.92,0.0,1472079600,201,0.0,61.03,0.0
74.59,clear-night,0.64,9.93,Clear,74.59,1021.48,5.03,0.05,1472083200,179,0.0,61.78,0.0
71.08,clear-night,0.71,10.0,Clear,71.08,1021.66,5.06,0.0,1472086800,179,0.0,61.37,0.0
69.91,clear-night,0.74,10.0,Clear,69.91,1021.51,5.85,0.0,1472090400,187,0.0,61.31,0.0
68.68,clear-night,0.77,10.0,Clear,68.68,1021.41,5.55,0.0,1472094000,183,0.0,61.07,0.0
66.4,clear-night,0.82,9.77,Clear,66.4,1021.33,4.77,0.02,1472097600,188,0.0,60.87,0.0
65.8,clear-night,0.84,10.0,Clear,65.8,1020.72,5.56,0.0,1472101200,183,0.0,60.94,0.0
65.17,clear-night,0.87,10.0,Clear,65.17,1019.85,5.64,0.05,1472104800,184,0.0,61.16,0.0
63.44,clear-night,0.91,9.72,Clear,63.44,1019.65,2.66,0.0,1472108400,206,0.0,60.72,0.0
62.79,clear-night,0.91,9.57,Clear,62.79,1019.52,4.42,0.02,1472112000,188,0.0,59.99,0.0
62.08,clear-night,0.93,9.3,Clear,62.08,1019.38,4.69,0.02,1472115600,203,0.0,59.92,0.0
62.07,clear-night,0.93,8.31,Clear,62.07,1019.46,3.62,0.04,1472119200,178,0.0,60.02,0.0
63.31,clear-day,0.91,8.81,Clear,63.31,1019.51,4.71,0.08,1472122800,184,0.0,60.79,0.0
67.46,clear-day,0.86,10.0,Clear,67.46,1019.41,6.22,0.07,1472126400,196,0.0,62.99,0.0
72.37,clear-day,0.74,10.0,Clear,72.37,1018.92,8.03,0.03,1472130000,193,0.0,63.57,0.0
76.03,clear-day,0.67,10.0,Clear,76.03,1018.55,10.02,0.06,1472133600,202,0.0,64.09,0.0
78.98,clear-day,0.62,10.0,Clear,78.98,1018.09,11.54,0.03,1472137200,200,0.0,64.71,0.0
81.0,clear-day,0.58,10.0,Clear,82.83,1017.6,12.35,0.08,1472140800,197,0.0,65.01,0.0
82.06,clear-day,0.57,10.0,Clear,83.89,1017.23,13.2,0.14,1472144400,198,0.0,65.05,0.0
82.47,clear-day,0.56,10.0,Clear,84.4,1016.68,13.82,0.24,1472148000,197,0.0,65.34,0.0
82.67,clear-day,0.58,9.66,Clear,84.93,1016.03,12.05,0.14,1472151600,191,0.0025,66.2,0.07
81.36,clear-day,0.6,9.87,Clear,83.52,1015.68,11.81,0.16,1472155200,188,0.0,66.06,0.0
80.63,clear-day,0.62,9.75,Clear,82.87,1015.56,9.82,0.11,1472158800,195,0.0,66.43,0.0
79.61,clear-day,0.64,9.66,Clear,79.61,1015.63,9.99,0.15,1472162400,196,0.0,66.29,0.0
78.11,clear-day,0.66,9.55,Clear,78.11,1015.67,8.48,0.22,1472166000,196,0.001,65.93,0.01
76.75,partly-cloudy-night,0.69,9.75,Partly Cloudy,76.75,1015.77,9.32,0.49,1472169600,199,0.0,65.7,0.0
75.64,partly-cloudy-night,0.71,9.79,Partly Cloudy,75.64,1015.96,7.01,0.31,1472173200,200,0.0,65.69,0.0
74.76,partly-cloudy-night,0.74,9.75,Partly Cloudy,74.76,1015.76,6.45,0.31,1472176800,191,0.0,65.72,0.0
73.68,clear-night,0.76,9.59,Clear,73.68,1015.58,5.13,0.23,1472180400,183,0.0,65.68,0.0
71.73,clear-night,0.82,9.55,Clear,71.73,1015.2,4.11,0.11,1472184000,202,0.0,65.82,0.0
70.37,clear-night,0.86,9.2,Clear,70.37,1015.08,4.89,0.11,1472187600,183,0.0,65.87,0.0
69.45,clear-night,0.88,9.16,Clear,69.45,1014.78,3.93,0.02,1472191200,200,0.0,65.59,0.0
68.23,clear-night,0.91,9.1,Clear,68.23,1014.68,3.51,0.04,1472194800,201,0.0,65.61,0.0
68.4,clear-night,0.92,8.64,Clear,68.4,1014.65,4.07,0.09,1472198400,195,0.0,66.05,0.0
67.93,clear-night,0.93,8.28,Clear,67.93,1014.6,3.34,0.15,1472202000,207,0.004,65.83,0.15
69.07,clear-night,0.93,8.08,Clear,69.07,1014.67,3.52,0.19,1472205600,183,0.0017,66.84,0.04
70.3,partly-cloudy-day,0.92,7.16,Partly Cloudy,70.3,1014.74,5.66,0.31,1472209200,204,0.0022,67.78,0.06
71.92,partly-cloudy-day,0.9,7.65,Partly Cloudy,71.92,1014.79,4.52,0.55,1472212800,203,0.0,68.81,0.0
74.33,clear-day,0.86,8.58,Clear,74.33,1014.75,6.51,,1472216400,203,0.0,69.75,0.0
77.85,partly-cloudy-day,0.79,9.86,Partly Cloudy,77.85,1014.89,5.16,0.31,1472220000,204,0.0,70.71,0.0
80.44,partly-cloudy-day,0.72,9.95,Partly Cloudy,83.98,1014.79,5.39,0.31,1472223600,252,0.0,70.63,0.0
83.02,partly-cloudy-day,0.66,10.0,Partly Cloudy,87.27,1014.71,6.39,0.31,1472227200,283,0.0,70.28,0.0
84.13,partly-cloudy-day,0.61,10.0,Partly Cloudy,88.12,1014.74,8.3,0.27,1472230800,295,0.0,69.38,0.0
85.77,clear-day,0.57,9.95,Clear,89.57,1014.69,8.79,0.19,1472234400,313,0.0016,68.62,0.03
87.16,partly-cloudy-day,0.51,10.0,Partly Cloudy,89.96,1014.58,9.01,0.26,1472238000,319,0.0,66.72,0.0
