xgboost,0.3180.0{'activity_auc': 0.841238135706277, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.8954372623574145, 'Washing Machine': 0.9117580271583632, 'Dishwasher': 0.9096347206312843}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,0.3180.5{'activity_auc': 0.8397848666300587, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.9199433385521508, 'Washing Machine': 0.9294700031790727, 'Dishwasher': 0.9250986381570575}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,0.3181.0{'activity_auc': 0.8403139319076025, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.9362707820770895, 'Washing Machine': 0.9385076524819473, 'Dishwasher': 0.9356942853506427}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.060.0{'activity_auc': 0.8209461395040571, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.8965779467680609, 'Washing Machine': 0.9086470775239566, 'Dishwasher': 0.9105892834415171}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.060.5{'activity_auc': 0.8190157563581155, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.9221203310221426, 'Washing Machine': 0.9309081550781901, 'Dishwasher': 0.926737304314624}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.061.0{'activity_auc': 0.8147327516531064, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.9368075747409229, 'Washing Machine': 0.9400214965862815, 'Dishwasher': 0.9363306605574647}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.0120.0{'activity_auc': 0.8267789330924592, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.891948110042496, 'Washing Machine': 0.9154518067729385, 'Dishwasher': 0.9109551991854398}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.0120.5{'activity_auc': 0.8294863487770916, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.9241929471408334, 'Washing Machine': 0.9339358432868583, 'Dishwasher': 0.9259100165457554}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.0121.0{'activity_auc': 0.830201733935574, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.9365242675016775, 'Washing Machine': 0.9380534992506472, 'Dishwasher': 0.9362192948962709}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.0180.0{'activity_auc': 0.8280858497543514, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.8922239618280773, 'Washing Machine': 0.9144375312230346, 'Dishwasher': 0.9109551991854398}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.0180.5{'activity_auc': 0.8303286030222735, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.9237903526429584, 'Washing Machine': 0.9341780583435518, 'Dishwasher': 0.9257350133638794}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
xgboost,1.0181.0{'activity_auc': 0.8295493479025126, 'time_mean_lime': nan, 'time_mean_shap': nan, 'usage_auc': {'Tumble Dryer': 0.9366882874822933, 'Washing Machine': 0.9381291914558639, 'Dishwasher': 0.9366170294005346}, 'load_mse': {'Tumble Dryer': 24907.499024126446, 'Washing Machine': 890.3298548744691, 'Dishwasher': 314.83944538577924}}
